4NJ0,3600,150,11,,,29,,215
4NJ1,100,100,H1,,,,,
4NJ3,100,100,H1,,,,,
4NJ4,85,85,H1,,,,,
4NJ5,300,100,H1,,,,,
4NJ6,48,48,H1,,,,,
4NJ8,1700,200,13,,,31,,
4NK0,45,45,H1,,,,,
4NK1,2000,34,13,,,31,,
4NK2,2000,75,1,,,19,,229
4NK3,2000,30,10,,,28,,
4NK3,50,50,H1,,,,,
4NK4,2900,60,6,,,24,,
4NK5,2600,92,8,,,26,,
4NK6,3100,75,1,,,19,,248
4NK7,40,40,H1,,,,,
4NK8,2000,50,9,,,27,,
4NK9,70,70,H1,,,,,
4NY0,1800,75,2,,,20,,
4NY1,2000,150,NE,,,SW,,
4NY2,5000,500,N,,,S,,
4NY2,10000,500,NE,,,SW,,
4NY2,10000,500,NW,,,SE,,
4NY3,50,50,H1,,,,,
4NY4,1500,100,1,,,19,,
4NY5,30,30,H1,,,,,
4NY6,600,600,H1,,,,,
4NY8,1115,150,16,,,34,,
4NY9,75,40,H1,,,,,
4O1,2125,30,17,,,35,,
4O6,10000,800,ALL,,,WAY,,
4O6,4000,200,NE,,,SW,,
4O7,2215,75,3,,,21,,
4OA8,2000,100,18,,,36,,266
4OH0,100,100,H1,,,,,
4OH1,2200,80,18,,,36,,
4OH2,40,40,H1,,,,,
4OH3,3000,85,9,,,27,,
4OH4,1900,120,4,,,22,,
4OH4,2800,120,14,,,32,,
4OH5,120,72,H1,,,,,
4OH6,1000,1000,B1,,,,,
4OH7,24,36,H1,,,,,
4OH8,1800,100,NW,,,SE,,
4OH9,50,50,H1,,,,,
4OI0,40,40,H1,,,,,
4OI1,15,15,H1,,,,,
4OI3,100,100,H1,,,,,
4OI5,60,60,H1,,,,,
4OI7,2900,100,18,,,36,,
4OI8,3400,75,9,,,27,,
4OI9,1600,100,16,,,34,,
4OK3,40,40,H1,,,,,
4OK4,2600,50,N,,,S,,
4OK5,3300,75,18,,,36,,
4OK8,1600,25,N,,,S,,
4OK9,17,17,H1,,,,,
4OR0,2500,60,9,,,27,,
4OR1,200,100,H1,,,,,
4OR2,60,50,H1,,,,,
4OR3,1700,100,16,,,34,,
4OR4,1600,40,7,,,25,,
4OR5,1500,30,N,,,S,,
4OR6,1850,50,9,,,27,,
4OR7,2200,60,17,,,35,,
4OR8,1050,75,E,,,W,,
4P2,100,100,H1,,,,,
4P5,2640,1000,E,,,W,,
4P5,9000,1000,N,,,S,,
4PA0,2870,50,11,456,100.4,29,478,
4PA1,1200,100,9,,,27,,
4PA2,60,60,H1,,,,,
4PA4,100,100,H1,,,,,
4PA5,2200,30,15,,,33,,
4PA6,3100,100,3,,,21,,243
4PA7,1500,100,6,,,24,,340
4PA8,1500,100,10,,,28,,
4PA9,72,72,H1,,,,,
4PN0,2000,100,9,,,27,,
4PN3,60,50,H1,,,,,
4PN4,50,50,H1,,,,,
4PN5,65,65,H1,,,,,
4PN6,100,100,H1,,,,,
4PN7,1600,100,5,,,23,,
4PN8,1600,120,N,,,S,,
4PS2,60,55,H1,,,,,
4PS3,1400,400,09U,,,27U,,
4PS4,2500,100,6,,,24,,
4PS5,2700,100,2,,,20,,
4PS7,1887,100,16,,,34,,
4PS8,32,32,H1,,,,,
4PS9,50,50,H1,,,,,
4R6,2210,90,8,1090,,26,1090,
4S4,2000,45,16,,,34,,
4S5,2600,50,17,835,180,35,837,
4S6,2509,140,2,2961,,20,2964,
4S7,2800,30,14,,,32,,
4SC4,850,50,12,,,30,,
4SC7,4200,200,4,,,22,,
4SD4,2400,100,13,,,31,,
4T7,101,35,H1,,,,,
4TA0,3200,35,17,,170,35,,221
4TA1,1800,40,15,,,33,,
4TA2,1976,75,6,,,24,,
4TA3,2600,75,17,,,35,,
4TA4,2250,100,17,,,35,,
4TA5,1800,50,17,,,35,,
4TA6,3000,60,15,,150,33,,215
4TA7,50,50,H1,,,,,
4TA8,3300,50,16,,,34,,
4TA9,100,100,H1,,,,,
4TE0,5350,42,13,,137,31,,317
4TE1,1900,80,13,,,31,,
4TE1,1900,80,18,,,36,,
4TE2,2200,50,12,,,30,,
4TE3,3000,60,3,,,21,,
4TE3,2000,60,18,,,36,,
4TE4,3200,75,8,,,26,,
4TE4,3600,60,17L,,,35R,,
4TE4,3300,75,17R,,,35L,,
4TE5,90,90,H1,,,,,
4TE7,3800,60,13,,,31,,280.3
4TE8,6000,75,15,,153,33,,333
4TE9,4400,150,8,,80,26,,221
4TN0,1200,50,18,,,36,,221
4TN1,30,30,H1,,,,,
4TN2,2200,75,11,,,29,,
4TN3,4000,60,18,,,36,,259
4TN4,2600,100,13,,,31,,
4TN5,20,20,H1,,,,,
4TN7,50,50,H1,,,,,
4TN8,60,60,H1,,,,,
4TN9,2250,100,12,,,30,,
4TS0,63,63,H1,,,,,
4TS1,25,25,H1,,,,,
4TS2,30,30,H1,,,,,
4TS3,60,60,H1,,,,,
4TS4,25,25,H1,,,,,
4TS5,2200,60,14,,,32,,253
4TS6,90,90,H1,,,,,
4TS7,4500,100,16,,,34,,
4TS8,3000,150,NW,,135,SE,,315
4TS9,50,50,H1,,,,,
4TX0,3500,50,15,,,33,,269.4
4TX1,40,40,H1,,,,,
4TX2,2600,110,17,,,35,,269
4TX3,2450,60,18,,,36,,
4TX4,2000,30,N,,,S,,
4TX5,3200,50,NW,,,SE,,
4TX6,2780,50,18,,,36,,
4TX7,2500,90,9,,,27,,
4TX8,2600,100,17,,,35,,
4TX9,54,54,H1,,,,,
4U4,3650,50,4,,,22,,
4U4,2254,55,11,,,29,,
4U7,2600,65,2,,,20,,
4U8,1225,70,18U,,,36U,,293.7
4V6,2750,300,11,,,29,,319.4
4V8,2650,75,1,1948,350,19,1950,170
4VA1,2400,100,18,,,36,,
4VA2,50,50,H1,,,,,
4VA3,2250,50,5,,,23,,
4VA4,2000,75,7,,,25,,
4VA5,2000,100,4,,,22,,
4VA6,2450,60,4,,,22,,
4VA7,125,60,H1,,,,,
4VA8,1600,100,10,,,28,,
4VA9,1800,50,12,,,30,,
4VG2,1600,40,6,,,24,,
4W0,2344,200,8,,,26,,
4W4,1950,70,3,,,21,,297.9
4W6,2539,,14,74,,32,67,
4W7,2200,150,3,,,21,,
4W8,2280,30,7,,88,25,,268
4W9,2800,85,1,,,19,,263.3
4WA0,3700,65,7,,90,25,,263.3
4WA1,2000,60,7,,,25,,
4WA2,2600,40,N,,,S,,
4WA3,40,40,H1,,,,,
4WA4,1850,75,2,,,20,,
4WA6,2600,26,NE,,,SW,,
4WA7,40,40,H1,,,,,
4WA8,2200,80,7,,,25,,
4WA9,2460,28,18,,,36,,298
4WI0,2800,100,6,,,24,,301.2
4WI1,2600,70,6,,,24,,
4WI2,900,70,9,,,27,,
4WI2,2300,70,18,,,36,,
4WI3,2650,120,9,,,27,,257.8
4WI3,1800,100,15,,,33,,
4WI4,2500,70,16,,161.8,34,,224
4WI5,1800,100,4,,,22,,
4WI6,1200,15,N,,,S,,
4WI8,2500,50,9,,,27,,289
4WN2,1200,60,9,,,27,,
4WN3,2500,150,9,,,27,,
4WN4,3100,100,8,,,26,,329
4WN4,6000,600,09W,,,27W,,
4WN4,2000,100,18,,,36,,
4WN5,2552,65,18,,,36,,
4WN6,50,50,H1,,,,,196
4WN7,107,75,H1,,,,,
4WN8,50,59,H1,,,,,180
4WN9,1600,70,18,,,36,,203
4WV4,2000,60,6,,,24,,
4XA2,2400,100,13,,,31,,
4XA3,2500,50,18,,,36,,
4XA4,3000,60,1,,,19,,
4XA5,1849,50,17,,,35,,
4XA6,40,40,H1,,,,,
4XA7,30,30,H1,,,,,6
4XA8,40,40,H1,,,,,
4XS0,5200,200,8,,,26,,
4XS0,3650,200,17,,,35,,
4XS1,2500,100,15,,,33,,
4XS2,1182,95,17,,,35,,
4XS3,120,120,H1,,,,,
4XS4,65,65,H1,,,,,245
4XS5,4000,60,1,,,19,,
4XS6,2085,100,15,,,33,,
4XS8,2100,40,12,,,30,,
4XS9,2350,30,NW,,,SE,,
4Y1,2206,60,17,,,35,,
4Y8,2500,65,6,,,24,,249
4Y9,2400,100,8,1010,,26,1010,
4Z2,1400,45,8,,,26,,
4Z2,1200,60,17,,,35,,
4Z5,900,12,3,,,21,,
4Z7,10000,1000,N,,,S,,
4Z9,1000,35,12,,,30,,
50AK,2500,40,16,,,34,,360
50AR,30,30,H1,,,,,355.5
50AZ,2500,45,3,,,21,,
50CA,40,40,H1,,,,,
50CL,50,30,H1,58,,,,307
50FD,2100,100,5,,,23,,334
50FL,2640,60,18,,,36,,
50G,2800,150,9,644,,27,644,
50G,2200,150,18,644,,36,644,
50GA,2000,100,18,,,36,,
50II,3200,80,9,,,27,,
50IL,1700,70,9,,,27,,
50IS,40,35,H1,,,,,
50K,3375,125,14,,,32,,
50KS,2300,60,18,,,36,,
50KT,40,40,H1,,,,,
50KY,2200,60,7,,,25,,
50LA,12,12,H1,,,,,
50LS,40,40,H1,,,,,
50M,2200,145,14,,,32,,
50MI,4000,300,9,,,27,,
50MO,35,35,H1,,,,,
50NC,2450,90,17,,,35,,
50NH,40,40,H1,,,,,
50NJ,50,50,H1,,,,,
50NM,5200,75,14,,,32,,
50NY,2500,90,N,,,S,,
50OG,50,100,H1,,,,,
50OH,2000,40,18,,,36,,
50OI,1900,75,6,,,24,,
50OK,50,50,H1,,,,,
50OR,4300,40,17,,,35,,
50PA,2700,100,E,,,W,,
50PN,60,60,H1,,,,,
50S,2700,50,12,2228,,30,2228,
50SC,54,54,H1,,,H1,,
50TA,2500,40,15,,,33,,
50TE,2400,60,17,,,35,,
50TN,2600,30,18,,,36,,
50TS,900,250,H1,,,,,
50TX,3500,40,13,,135.6,31,,
50VA,40,40,H1,,,,,
50WA,800,50,NW,,,SE,,
50WY,25,25,H1,,,,,
50XS,4608,75,13,,136.7,31,,313.8
51AK,2550,70,16,,,34,,
51AZ,60,40,H1,,,,,
51CA,3010,100,12,,,30,,
51CL,2400,100,9,,,27,,
51CL,1600,100,18,,,36,,
51CO,2600,100,1,,,19,,
51FD,1920,110,10,,,28,,
51FL,3180,90,18,,,36,,359.1
51G,1933,100,3,,31,21,,211
51G,1895,140,14,,139,32,,319
51G,1802,100,18,,179,36,,359
51GA,1800,100,1,,,19,,
51IN,2600,50,18,,,36,,
51IS,1600,70,15,,,33,,
51K,2440,75,17,,,35,,
51KS,1900,100,17,,,35,,
51KY,32,32,H1,,,,,
51LA,3550,110,1,,,19,,
51LS,3600,150,18,,,36,,304
51M,2800,90,9,,,27,,
51MA,48,48,H1,,,,,
51MI,2000,100,9,,,27,,
51MN,20,20,H1,,,,,
51NC,2300,100,10,,,28,,
51NJ,120,120,H1,,,,,
51NY,1350,100,E,,,W,,
51OH,2500,80,9,,,27,,
51OI,2600,60,10,,,28,,
51OK,1800,50,18,,,36,,
51OK,1200,50,8,,,26,,
51OR,48,48,H1,,,,,
51PA,2300,100,6,,,24,,
51PN,60,60,H1,,,,,
51SC,4000,75,6,,,24,,229.4
51TA,40,40,H1,,,,,
51TE,2100,90,10,,,28,,
51TN,2000,50,15,,,33,,
51TS,30,30,H1,,,,,
51TT,1530,36,16,,,34,,
51TX,2500,30,18,,,36,,
51VA,2000,50,9,,,27,,
51WA,2650,75,16,,,34,,
51WI,1200,100,9,,,27,,
51WT,3850,100,17,,,35,,
51XS,450,450,H1,,,,,
51Z,2000,65,1,,,19,,
52AK,2700,100,2,,,20,,
52AR,2200,50,18,,181.9,36,,260
52AZ,4800,45,NW,,,SE,,
52B,6000,1200,14,,122,32,,302
52B,5000,1000,18,,162,36,,342
52CA,3300,50,9,,,27,,
52CL,5100,100,E,,,W,,
52CL,3930,100,N,,,S,,
52CN,2000,100,9,,,27,,
52CO,2200,100,17,,,35,,
52FA,1400,70,9,,,27,,194
52FD,20,20,H1,,,,,
52FL,2000,120,N,,,S,,
52GA,20,20,H1,,,,,
52I,2565,100,9,,,27,,360
52IL,1885,105,18,,,36,,270.3
52IN,2500,100,18,,,36,,
52IS,60,40,H1,,,,,
52K,2200,61,18,1177,,36,1166,
52KS,1800,60,18,,,36,,
52KY,1300,50,17,,,35,,
52MI,20,20,H1,,,,,
52MN,3000,100,N,,,S,,
52MO,600,50,8,,,26,,
52MY,40,40,H1,,,,,
52NC,2400,75,7,,,25,,
52ND,3340,70,18,,,36,,
52NE,1800,40,9,,,27,,
52NJ,85,85,H1,,,,,
52NK,2112,100,8,381,78,26,381,258
52NM,4950,60,13,,,31,,
52NY,2000,80,1,,,19,,
52OH,30,30,H1,,,,,
52OI,30,30,H1,,,,,
52OK,60,45,H1,,,,,
52OR,650,75,14,,,32,,
52PA,2600,100,E,,,W,,
52PN,400,400,H1,,,,,
52S,2610,60,8,,,26,,271
52TA,2175,100,18,,,36,,311
52TE,2500,50,4,,,22,,
52TS,1800,60,15,,,33,,
52TX,39,32,H1,,,,,
52U,2200,60,3,,,21,,
52VA,190,125,H2,,,,,
52WA,2400,25,3,,,21,,
52WI,2500,75,18,,,36,,346
52WT,700,60,1,,,19,,
52XA,3106,80,16,,,34,,
52XS,60,60,H1,,,,,
52Y,2765,154,13,1350,,31,1350,
52Z,5000,1000,N,1300,,S,1300,
53AK,1200,60,2,,,20,,
53CA,25,25,H1,,,,,296
53CL,3200,60,13,,,31,,
53CN,1800,60,NW,,,SE,,
53CO,2800,50,18,,,36,,
53FD,1800,100,10,,,28,,
53FL,30,30,H1,,,,,294.8
53GA,2800,75,6,,,24,,331.6
53IA,2500,130,1,,,19,,
53II,2600,80,9,,,27,,
53IL,2200,70,18,,,36,,
53IN,2300,50,18,,,36,,
53IS,40,40,H1,,,,,245
53K,2560,40,17,1092,180,35,1105,
53KS,1370,50,17,,,35,,
53KY,1445,75,8,,,26,,
53LA,4000,100,5,,,23,,
53M,2400,100,8,,,26,,263.2
53MI,30,30,H1,,,,,328
53MN,1000,60,10,,,28,,
53MO,30,18,H1,,,,,
53NC,2000,40,8,,,26,,
53ND,2000,75,17,,,35,,
53NE,2000,60,17,,,35,,04.cze
53NY,1900,80,5,,,23,,
53OH,3400,100,9,,,27,,
53OI,50,175,H1,,,,,
53OK,3000,100,17,,,35,,294
53OR,90,90,H1,,,,,
53PA,16,16,H1,,,,,
53PN,70,70,H1,,,,,
53TA,1800,75,17,,,35,,
53TE,45,45,H1,,,,,
53TS,3200,65,17,,,35,,242.2
53TX,2880,100,13,,,31,,
53U,3500,95,15,,,33,,
53VA,2600,50,18,,,36,,
53W,3700,105,9,,,27,,326
53WA,2000,50,16,,,34,,
53WI,2200,50,2,,,20,,
53WT,40,40,H1,,,,,
53XS,2600,60,13,,,31,,
54AK,4500,500,03W,,,21W,,
54AL,2300,80,16,150,,34,142,
54AR,2600,75,9,,,27,,
54AZ,1050,80,4,,,22,,
54AZ,2100,80,14,,,32,,
54AZ,3700,100,17,,,35,,263.1
54CA,65,65,H1,,,,,341.8
54CL,3500,100,10,,,28,,
54CN,1800,60,9,,,27,,
54CO,40,40,H1,,,,,196.9
54FD,20,20,H1,,,,,187
54FL,60,60,H1,,,,,
54II,2500,100,18,,,36,,
54IL,2407,18,9,,,27,,186
54IL,1800,130,18,,,36,,
54IN,60,60,H1,,,,,
54KS,1800,200,17,,,35,,
54KY,2750,60,10,,,28,,285.3
54L,405,134,H1,,,,,353.4
54LA,1800,25,5,,,23,,
54LL,30,30,H1,,,,,
54M,3106,100,18,303,,36,305,193.1
54ME,1500,25,5,,,23,,
54MI,2600,100,18,,,36,,239
54MN,1200,50,N,,,S,,
54MU,2500,80,17,1007,173,35,966,353
54NC,2700,85,7,,,25,,
54NH,20,20,H1,,,,,
54NY,1750,60,9,,78.8,27,,298
54OH,1475,75,N,,,S,,
54OI,30,30,H1,,,,,
54OK,1000,30,7,,,25,,
54OR,60,60,H1,,,,,
54PA,150,150,H1,,,,,
54PN,100,100,H1,,,,,
54TA,2900,30,15,,,33,,
54TS,1500,75,16,,,34,,
54TX,2000,70,11,,,29,,
54U,20,20,H1,,,,,
54UT,40,40,H1,,,,,
54VA,55,55,H1,,,,,
54WA,20,20,H1,,,,,
54WI,1300,100,18,,,36,,
54X,1950,60,3,,,21,,
54X,1950,60,5,,,23,,
54XA,2325,75,18,802,180,36,758,360
54XS,3000,75,16,,,34,,
55AK,1700,25,4,,,22,,
55AZ,2400,50,18,,,36,,
55CA,150,150,H1,,,,,343.5
55CN,100,70,H1,556,,,,213.7
55CO,50,50,H1,,,,,
55FD,2120,100,9,,,27,,333
55FL,50,50,H1,,,,,
55G,2570,75,7,780,,25,780,301
55G,2585,140,18,780,,36,780,318
55GA,40,40,H1,,,,,283.2
55GE,2000,30,1,,,19,,
55H,2460,75,16,,,34,,
55ID,2465,75,17,,,35,,
55II,53,53,H1,,,,,309.6
55IL,2200,70,18,,,36,,
55IN,2000,45,9,,,27,,
55IS,1578,50,N,,,S,,
55KY,30,30,H1,,,,,
55LL,3000,100,9,,,27,,205.6
55ME,1300,30,15,,,33,,
55MI,30,30,H1,,,,,
55MO,2000,80,18,,,36,,
55NC,75,75,H1,,,,,
55ND,2500,50,9,,,27,,
55NE,30,30,H1,,,,,
55NH,33,33,H1,,,,,
55NJ,200,200,B1,,,,,
55NK,40,40,H1,,,,,
55NM,5000,50,1,,,19,,
55NM,5000,40,8,,,26,,
55NY,1850,150,9,,,27,,
55OH,100,100,H1,,,,,
55OI,3000,100,11,,,29,,
55OK,1700,60,18,,,36,,
55OL,2600,90,17,,,35,,
55OR,2200,40,14,,,32,,
55PA,1800,100,8,,,26,,
55S,2356,38,1,,,19,,
55T,5000,80,17,,,35,,1
55TA,40,40,H1,,,,,
55TE,2000,100,1,,,19,,
55TN,40,40,H1,,,,,
55TX,2200,30,17,,,35,,
55VA,30,30,H1,,,,,
55WA,2050,30,11,,,29,,
55WI,2600,100,18,,,36,,
55XS,4316,60,1,,16.wrz,19,,337.7
56AK,1570,300,13,,,31,,
56AZ,2900,60,11,,,29,,
56CA,70,75,H1,,,,,
56CL,2400,50,16,,,34,,
56CO,100,75,H1,,,,,316.5
56FD,4400,150,18,,180,36,,293
56FL,2900,200,2,,,20,,293
56G,3569,100,9,745,,27,745,293
56G,2390,100,18,,,36,,293
56GA,50,50,H1,,,,,331
56II,40,40,H1,,,,,
56IL,2200,70,9,,,27,,
56IN,2400,100,9,,,27,,
56IS,2190,70,9,,,27,,
56KY,50,40,H1,,,,,298.2
56LA,3500,100,18,,184.1,36,,
56LL,3200,100,18,,,36,,332.5
56MI,60,60,H1,,,,,
56MN,2000,100,E,,,W,,
56MO,1000,75,8,,,26,,
56MO,2000,75,16,,,34,,
56MU,30,30,H1,,,,,
56MU,45,45,H2,,,,,
56NC,1500,80,9,,,27,,
56NE,2600,150,8,,,26,,
56NJ,15,15,H1,,,,,
56NY,3003,36,9,,,27,,
56OG,900,60,8,,,26,,
56OH,1500,75,E,,,W,,
56OI,1200,150,9,,,27,,
56OR,52,52,H1,,,,,
56PA,2200,100,6,,,24,,
56PA,1800,100,15,,,33,,
56PN,90,90,H1,,,,,
56S,2211,50,16,12,,34,10,256
56TA,60,60,H1,,,,,
56TE,3000,100,17,,,35,,
56TS,650,25,2,,,20,,
56TS,1050,40,11,,,29,,
56TS,850,40,17,,,35,,
56TS,75,50,H1,,,,,
56TS,75,50,H2,,,,,
56TX,1700,125,16,,,34,,
56VA,250,250,H1,,,,,
56WA,40,40,H1,,,,,
56WI,1490,80,9,,94.3,27,,323
56XA,45,45,H1,,,,,
56XS,30,30,H1,,,,,
57A,6000,400,NE,,,SW,,
57AK,5000,200,NE,,,SW,,
57AK,2400,200,NW,,,SE,,
57AL,1400,75,15,,,33,,
57AZ,4500,44,1,,21.wrz,19,,265
57AZ,44,44,HI,,,,,
57B,2400,50,1,71,,19,88,271
57CA,100,100,H1,,,,,259.4
57CL,2290,50,7,,,25,,281.6
57CL,1900,45,14,2450,,32,,278
57CL,2400,40,17,,,35,,
57CN,2100,30,12,,,30,,
57D,2500,60,9,632,,27,632,254.2
57D,2187,123,18,632,,36,632,257.8
57FA,5280,5280,09W,,,27W,,
57FA,5100,60,17,,170,35,,269
57FA,13300,5280,18W,,,36W,,
57FL,40,40,H1,,,,,261.4
57GA,3100,30,18,,180,36,,0
57II,1800,80,E,,,W,,
57IN,40,40,H1,,,,,
57IS,1600,70,E,,,W,,
57K,2870,35,3,,36,21,,216
57KS,2583,75,15,1135,,33,1080,
57KY,3000,150,4,,,22,,
57LA,40,40,H1,,,,,273
57LS,1800,50,18,,,36,,
57ME,950,100,14,,,32,,
57ME,3000,1000,18W,,,36W,,
57MI,60,60,H1,,,,,248
57MN,14000,100,E,,,W,,
57MN,5200,100,NE,,,SW,,
57MN,14000,100,NW,,,SE,,
57MO,120,95,H1,,,,,
57MT,1645,75,12,4045,141,30,4085,321
57MT,1495,75,5,4060,63,23,4070,243
57NC,2265,50,10,,,28,,
57ND,2800,60,12,,,30,,
57NE,2400,50,11,,,29,,
57NM,2000,50,1,,,19,,
57NY,100,100,H1,,,,,
57OH,2300,100,18,,,36,,
57OI,1500,100,9,,,27,,
57OK,30,30,H1,,,,,
57OR,2000,50,13,,,31,,
57PA,2100,100,1,,,19,,
57PN,1400,100,10,,,28,,
57TA,20,20,H1,,,,,
57TE,3600,50,15,,,33,,
57TN,80,80,H1,,,,,
57TX,2650,75,15,,,33,,
57VA,2400,50,16,,,34,,
57WA,2600,40,16,,,34,,193
57WI,47,47,H1,,,,,317
57XA,1092,75,12,957,122,30,957,302
57XS,1600,60,17,,,35,,
58A,4000,1500,NW,,,SE,,
58AK,3578,150,6,,,24,,
58AZ,3068,50,1,,,19,,
58C,2305,135,18,842,,36,840,326.1
58CA,600,210,H1,,,,,
58CL,2650,45,8,,95.8,26,,
58CL,2000,100,18,,,36,,
58CN,100,60,H1,6650,,,,
58CO,200,100,H1,,,,,
58F,3340,130,17,,,35,,
58FA,40,40,H1,,,,,
58FD,2300,50,9,,,27,,
58FL,60,60,H1,,,,,
58GA,52,52,H1,,,,,
58II,2350,80,18,,,36,,
58IL,2200,200,3,,,21,,
58IN,3400,100,9,,,27,,
58IS,50,50,H1,,,,,
58J,3090,150,14,,,32,,357
58KS,2400,60,18,,,36,,
58KY,2500,100,9,,,27,,
58LA,2600,150,13,,,31,,
58MA,60,60,H1,,,,,
58MI,40,40,H1,,,,,11
58MN,2380,105,8,,,26,,
58MO,100,100,H1,,,,,
58MT,2687,75,9,5156,99,27,5123,279
58N,1950,40,13,,,31,,
58NC,2000,80,9,,,27,,
58NE,75,75,H1,,,,,
58NJ,5000,200,12,,,30,,
58NR,1600,100,18,,,36,,
58NY,40,40,H1,,,,,
58OH,1500,150,E,,,W,,
58OH,988,150,N,,,S,,
58OI,20,20,H1,,,,,
58OK,20,20,H1,,,,,
58OR,1900,50,7,,,25,,
58S,2560,75,11,,,29,,
58TE,1500,50,1,,,19,,
58TE,2750,150,10,,,28,,
58TS,100,100,H1,,,,,
58TX,2675,80,2,,,20,,
58VA,2490,50,18,,,36,,
58WA,2600,28,7,,,25,,
58WI,1800,70,18,,,36,,
58WT,50,50,H1,,,,,
58XS,3410,50,6,,,24,,
58XS,2870,50,18,,,36,,
59AK,1500,75,6,,,24,,
59AR,2200,75,9,260,93,27,271,273
59AS,1350,50,9,,,27,,337.3
59AZ,1500,25,2,,,20,,
59B,2900,60,13,1178,,31,1175,
59CA,1320,50,18,,,36,,
59CN,2500,75,16,,,34,,
59CO,2400,80,15,,,33,,
59FD,5600,50,10,,100,28,,
59FL,71,71,H1,,,,,
59GA,60,60,H1,,,,,
59ID,633,35,13U,,,31U,,
59II,1700,50,5,,,23,,
59II,1300,100,9,,,27,,
59II,800,40,09W,,,27W,,
59IL,2200,85,9,,,27,,
59IN,2000,100,18,,,36,,
59IS,40,40,H1,,,,,
59KS,2300,50,18,,,36,,
59KY,1750,110,3,,,21,,
59L,50,50,H1,360,,,,
59LA,30,30,H1,,,,,
59M,2600,100,4,,,22,,
59M,3300,100,9,,,27,,
59MI,50,50,H1,,,,,
59MN,2550,100,E,,,W,,
59MO,75,62,H1,,,,,
59NC,2200,170,6,,,24,,
59NE,1650,80,11,,,29,,
59NJ,250,250,H1,,,,,
59NM,2500,30,4,,,22,,
59NY,2000,50,9,,,27,,
59OH,1900,75,8,,,26,,
59OI,100,100,H1,,,,,
59OK,50,50,H1,,,,,
59OR,60,60,H1,,,,,
59PN,2320,100,9,,,27,,
59TA,100,60,H1,,,,,
59TE,2500,70,17,,,35,,
59TN,100,100,H1,,,,,
59TS,3000,60,12,,,30,,
59TX,3000,100,1,,,19,,
59VA,15,15,H1,,,,,
59WA,1400,90,11,,,29,,
59WI,2000,80,6,,,24,,
59XA,15,15,H1,,,,,
59XS,80,80,H1,,,,,
5A2,2833,130,9,,,27,,
5A8,2040,80,15,,,33,,
5AK,2200,600,NE,,,SW,,
5AK0,4500,100,17,,,35,,
5AK1,40,40,H1,,,,,
5AK2,1800,50,6,,,24,,
5AK3,2550,45,15,,,33,,
5AK5,2000,60,7,,,25,,
5AK6,1600,20,16,,,34,,
5AK8,1000,22,3,,,21,,
5AK9,1000,50,6,,,24,,
5AL,4395,200,16W,,,34W,,
5AL1,3000,100,17,,,35,,
5AL2,50,30,H1,,,,,
5AL3,2500,100,17,,,35,,
5AL4,2020,60,9,,,27,,
5AL5,3000,50,18,,180,36,,
5AL6,30,30,H1,,,,,
5AL7,1320,40,18,,,36,,
5AL8,2300,70,13,,,31,,
5AR1,3200,85,15,,154.6,33,,
5AR2,2600,60,N,,,S,,
5AR3,2430,90,18,,,36,,
5AR5,60,40,H1,,,,,
5AR6,40,40,H1,,,,,
5AR7,2600,44,18,,,36,,
5AR8,3168,45,14,,,32,,
5AR9,50,50,H1,,,,,
5AZ0,30,30,H1,,,,,
5AZ1,24,24,H1,,,,,
5AZ2,12,12,H1,,,,,166.6
5AZ3,5000,80,8,,92.5,26,,224
5AZ4,50,50,H1,,,,,268
5AZ5,90,90,H1,,,,,229
5AZ6,2700,65,6,,,24,,
5AZ7,2100,100,16,,,34,,
5AZ8,80,80,H1,,,,,
5AZ9,3000,50,17,,,35,,
5B1,2650,120,14,,,32,,
5B4,2900,200,8,1955,,26,1950,276
5B6,2298,40,7,38,,25,41,288
5B7,2670,50,18,,,36,,
5B9,2511,58,1,582,352,19,546,172
5BK,2250,40,14,,,32,,
5BL,3000,600,NE,,,SW,,
5C5,8000,350,13,,,31,,
5CA0,64,56,H1,,,,,
5CA1,90,90,H1,,,,,
5CA2,65,65,H1,,,,,
5CA3,72,72,H1,,,,,
5CA4,2604,60,8,,,26,,
5CA5,14,14,H1,,,,,
5CA6,215,146,H1,,,,,
5CA7,3000,40,16,,175.3,34,,217
5CA8,1481,40,7,,,25,,
5CA9,3000,500,12,,,30,,
5CD,2529,70,1,,,19,,
5CL0,2800,50,9,,,27,,
5CL1,1800,24,7,,,25,,
5CL2,50,84,H1,,,,,
5CL3,1800,125,11,,,29,,
5CL4,74,74,H1,,,,,338
5CL5,50,50,H1,,,,,
5CL6,70,70,H1,,,,,307
5CL7,2200,30,11,,,29,,
5CL8,2000,100,16,,174,34,,354
5CL9,2000,50,15,,,33,,
5CO0,2860,40,4,,,22,,221.8
5CO0,2340,30,10,,,28,,
5CO1,3000,110,2,,,20,,
5CO2,50,50,H1,,,,,
5CO3,40,40,H1,,,,,
5CO4,3000,45,8,,,26,,
5CO5,15,15,H1,,,,,
5CO6,2500,50,12,,,30,,
5CO7,2140,30,01L,,,19R,,
5CO8,2300,50,8,,,26,,
5CO9,50,50,H1,,,,,194
5CT0,1800,40,13,,,31,,
5CT1,150,150,H1,,,,,313
5CT3,20,20,H1,,,,,346
5CT4,90,75,H1,,,,,179
5CT5,1600,100,1,,,19,,
5CT6,1100,45,3,,,21,,
5CT7,1800,100,2,,,20,,
